data_inicio_atividade,cidade,uf,quantidade
2020-11,MACEIO,AL,1
2020-11,MANAUS,AM,1
2020-11,MARABA,PA,1
2020-11,MARILIA,SP,1
2020-11,MARITUBA,PA,1
2020-11,MARTINOPOLIS,SP,1
2020-11,MATUPA,MT,1
2020-11,MOGI MIRIM,SP,1
2020-11,MONTES CLAROS,MG,1
2020-11,NOVA EUROPA,SP,1
2020-11,NOVA XAVANTINA,MT,1
2020-11,ORIZONA,GO,1
2020-11,PALMAS,PR,1
2020-11,PATROCINIO,MG,1
2020-11,PELOTAS,RS,1
2020-11,PETROLINA,PE,1
2020-11,PORTO ALEGRE,RS,1
2020-11,POUSO ALEGRE,MG,1
2020-11,PRESIDENTE PRUDENTE,SP,1
2020-11,PRIMAVERA DO LESTE,MT,1
2020-11,RAFARD,SP,1
2020-11,RECIFE,PE,1
2020-11,REGISTRO,SP,1
2020-11,RIBEIRAO DAS NEVES,MG,1
2020-11,RIO BRILHANTE,MS,1
2020-11,RIO DAS OSTRAS,RJ,1
2020-11,RIO MANSO,MG,1
2020-11,SANTAREM,PA,1
2020-11,SANTO ANTONIO DE JESUS,BA,1
2020-11,SANTOS,SP,1
2020-11,SAO JOAO DE MERITI,RJ,1
2020-11,SAO JOSE,SC,1
2020-11,SAO JOSE DO RIO PRETO,SP,1
2020-11,SAO JOSE DOS CAMPOS,SP,1
2020-11,SAO LUDGERO,SC,1
2020-11,SAO LUIS,MA,1
2020-11,SAO LUIZ GONZAGA,RS,1
2020-11,SAO RAIMUNDO NONATO,PI,1
2020-11,SAO SEBASTIAO,SP,1
2020-11,SERRANIA,MG,1
2020-11,SETE LAGOAS,MG,1
2020-11,SONORA,MS,1
2020-11,SOROCABA,SP,1
2020-11,SUZANO,SP,1
2020-11,TAQUARA,RS,1
2020-11,TOCANTINOPOLIS,TO,1
2020-11,TRAMANDAI,RS,1
2020-11,UMUARAMA,PR,1
2020-11,VACARIA,RS,1
2020-11,VERE,PR,1
2020-11,VILA VELHA,ES,1
2020-11,VIRGEM DA LAPA,MG,1
2020-11,VOTORANTIM,SP,1
2020-11,VOTUPORANGA,SP,1
2020-12,ACREUNA,GO,1
2020-12,AGROLANDIA,SC,1
2020-12,ALTA FLORESTA D'OESTE,RO,1
2020-12,ANGRA DOS REIS,RJ,1
2020-12,ARAXA,MG,1
2020-12,ARMACAO DOS BUZIOS,RJ,1
2020-12,ARROIO DO TIGRE,RS,1
2020-12,BALNEARIO CAMBORIU,SC,1
2020-12,BARRA BONITA,SP,1
2020-12,BARUERI,SP,1
2020-12,BELEM,PA,1
2020-12,BIRIGUI,SP,1
2020-12,BRASILIA,DF,1
2020-12,BREJO SANTO,CE,1
2020-12,BRUMADO,BA,1
2020-12,CAMPO GRANDE,MS,1
2020-12,CAMPO NOVO DO PARECIS,MT,1
2020-12,CANABRAVA DO NORTE,MT,1
2020-12,COLOMBO,PR,1
2020-12,CONCEICAO DO COITE,BA,1
2020-12,CONTAGEM,MG,1
2020-12,CUIABA,MT,1
2020-12,CURITIBA,PR,1
2020-12,DUQUE DE CAXIAS,RJ,1
2020-12,FLORIANOPOLIS,SC,1
2020-12,FORTALEZA,CE,1
2020-12,GUANAMBI,BA,1
2020-12,GUAPIMIRIM,RJ,1
2020-12,GUARULHOS,SP,1
2020-12,IBIPITANGA,BA,1
2020-12,IGREJINHA,RS,1
2020-12,IJUI,RS,1
2020-12,IMBITUBA,SC,1
2020-12,ITABIRITO,MG,1
2020-12,ITABUNA,BA,1
2020-12,ITAGUAI,RJ,1
2020-12,ITAPAJE,CE,1
2020-12,ITAPEMA,SC,1
2020-12,ITAPEVI,SP,1
2020-12,ITAPUA DO OESTE,RO,1
2020-12,ITARARE,SP,1
2020-12,ITATIAIA,RJ,1
2020-12,ITU,SP,1
2020-12,ITUBERA,BA,1
2020-12,JABOATAO DOS GUARARAPES,PE,1
2020-12,JARINU,SP,1
2020-12,JI-PARANA,RO,1
2020-12,JUIZ DE FORA,MG,1
2020-12,LONDRINA,PR,1
2020-12,LUIS EDUARDO MAGALHAES,BA,1
2020-12,MOGI DAS CRUZES,SP,1
2020-12,MONTANHA,ES,1
2020-12,MONTES CLAROS,MG,1
2020-12,NITEROI,RJ,1
2020-12,NOVA IGUACU,RJ,1
2020-12,NOVA PONTE,MG,1
2020-12,NOVA VENECIA,ES,1
2020-12,OSASCO,SP,1
2020-12,PARANAIBA,MS,1
2020-12,PARNAIBA,PI,1
2020-12,PARNAMIRIM,RN,1
2020-12,PASSOS,MG,1
2020-12,PEDRO LEOPOLDO,MG,1
2020-12,PELOTAS,RS,1
2020-12,PENHA,SC,1
2020-12,PETROPOLIS,RJ,1
2020-12,POA,SP,1
2020-12,PORTO ALEGRE,RS,1
2020-12,PORTO FELIZ,SP,1
2020-12,PRAIA GRANDE,SP,1
2020-12,RIBEIRAO PIRES,SP,1
2020-12,RUBINEIA,SP,1
2020-12,SALVADOR,BA,1
2020-12,SANTA CRUZ DO SUL,RS,1
2020-12,SANTA VITORIA DO PALMAR,RS,1
2020-12,SANTANA,AP,1
2020-12,SANTO ANDRE,SP,1
2020-12,SANTOS,SP,1
2020-12,SAO DOMINGOS,SC,1
2020-12,SAO FELIPE,BA,1
2020-12,SAO FRANCISCO,SP,1
2020-12,SAO FRANCISCO DO SUL,SC,1
2020-12,SAO GONCALO,RJ,1
2020-12,SAO JOSE DE RIBAMAR,MA,1
2020-12,SAO LEOPOLDO,RS,1
2020-12,SEROPEDICA,RJ,1
2020-12,SILVEIRAS,SP,1
2020-12,SINOP,MT,1
2020-12,SOROCABA,SP,1
2020-12,TANGARA DA SERRA,MT,1
2020-12,TAQUARITUBA,SP,1
2020-12,TATUI,SP,1
2020-12,TELEMACO BORBA,PR,1
2020-12,TEOFILO OTONI,MG,1
2020-12,TERESOPOLIS,RJ,1
2020-12,UBERLANDIA,MG,1
2020-12,VICOSA DO CEARA,CE,1
2025-04,SAO JOSE DO RIO PRETO,SP,1
2020-12,VINHEDO,SP,1
2021-01,ALMENARA,MG,1
2021-01,ALTA FLORESTA,MT,1
2021-01,ALTEROSA,MG,1
2021-01,AMERICANA,SP,1
2021-01,AMERICANO DO BRASIL,GO,1
2021-01,ANAPOLIS,GO,1
2021-01,APARECIDA DE GOIANIA,GO,1
2021-01,ARACAJU,SE,1
2021-01,ARCOVERDE,PE,1
2021-01,AVARE,SP,1
2025-04,RAUL SOARES,MG,1
2021-01,BERILO,MG,1
2021-01,BLUMENAU,SC,1
2021-01,BOCA DA MATA,AL,1
2021-01,BRASILANDIA,MS,1
2025-04,RIBEIRAO DAS NEVES,MG,1
2025-04,RIBEIRAO PRETO,SP,1
2021-01,CABO FRIO,RJ,1
2021-01,CACHOEIRINHA,RS,1
2021-01,CAICO,RN,1
2025-04,SANTA CRUZ CABRALIA,BA,1
2021-01,CAMPO ALEGRE DE GOIAS,GO,1
2021-01,CAMPO MAIOR,PI,1
2021-01,CAMPOS DE JULIO,MT,1
2021-01,CASCAVEL,PR,1
2021-01,CATANDUVA,SP,1
2021-01,CATU,BA,1
2021-01,CAUCAIA,CE,1
2021-01,COLOMBO,PR,1
2025-04,SANTAREM,PA,1
2021-01,CRATEUS,CE,1
2021-01,CRICIUMA,SC,1
2025-04,SANTO ANTONIO DE JESUS,BA,1
2025-04,SANTOS,SP,1
2025-04,SAO BENTO DO SUL,SC,1
2021-01,DIAS D'AVILA,BA,1
2021-01,DUQUE DE CAXIAS,RJ,1
2021-01,DURANDE,MG,1
2021-01,EMBU DAS ARTES,SP,1
2021-01,ESPIRITO SANTO DO PINHAL,SP,1
2021-01,ESTANCIA VELHA,RS,1
2021-01,ESTEIO,RS,1
2021-01,FORTALEZA,CE,1
2021-01,FOZ DO IGUACU,PR,1
2025-04,SAO BERNARDO DO CAMPO,SP,1
2021-01,GUANAMBI,BA,1
2021-01,GUAPIMIRIM,RJ,1
2021-01,GUARAPARI,ES,1
2025-04,SAO CAETANO DO SUL,SP,1
2021-01,IBIRITE,MG,1
2021-01,IGARASSU,PE,1
2021-01,IJUI,RS,1
2021-01,IRATI,PR,1
2021-01,ITABERA,SP,1
2021-01,ITABIRA,MG,1
2021-01,ITABORAI,RJ,1
2021-01,ITACAJA,TO,1
2021-01,ITAMARAJU,BA,1
2025-04,SAO FRANCISCO DO SUL,SC,1
2021-01,ITAQUAQUECETUBA,SP,1
2021-01,ITU,SP,1
2021-01,JACAREI,SP,1
2021-01,JACIARA,MT,1
2021-01,JOAO MONLEVADE,MG,1
2021-01,JOAO PESSOA,PB,1
2021-01,JOINVILLE,SC,1
2025-04,SAO JOSE DO GOIABAL,MG,1
2025-04,VOLTA REDONDA,RJ,1
2021-01,LINHARES,ES,1
2021-01,LUIS EDUARDO MAGALHAES,BA,1
2021-01,MACAPA,AP,1
2021-01,MANAUS,AM,1
2021-01,MARABA,PA,1
2021-01,MARAGOGI,AL,1
2021-01,MARATAIZES,ES,1
2021-01,MARICA,RJ,1
2021-01,MARINGA,PR,1
2021-01,MATA DE SAO JOAO,BA,1
2021-01,MAUA,SP,1
2021-01,MONTE CARMELO,MG,1
2021-01,MONTES CLAROS,MG,1
2021-01,NANUQUE,MG,1
2021-01,NAZARE PAULISTA,SP,1
2021-01,NOVA IGUACU,RJ,1
2021-01,OURO FINO,MG,1
2021-01,OURO PRETO,MG,1
2021-01,PALMAS,TO,1
2021-01,PARACURU,CE,1
2021-01,PARATI,RJ,1
2021-01,PAULISTA,PE,1
2021-01,PEREIRA BARRETO,SP,1
1967-09,SAO PAULO,SP,1
2021-01,PIRAJU,SP,1
2021-01,PIRAPORA DO BOM JESUS,SP,1
2021-01,PITANGUEIRAS,SP,1
2021-01,PONTA PORA,MS,1
1968-05,SAO VICENTE,SP,1
2021-01,PORTO VELHO,RO,1
1968-08,RIO DE JANEIRO,RJ,1
2021-01,RESENDE,RJ,1
2021-01,RESERVA,PR,1
2021-01,RIBEIRAO DAS NEVES,MG,1
2021-01,RIBEIRAO PRETO,SP,1
2021-01,RIO CLARO,SP,1
1968-09,SANTOS,SP,1
1969-07,RIO DE JANEIRO,RJ,1
2021-01,SANTA LUZIA,MG,1
2021-01,SANTA VITORIA DO PALMAR,RS,1
2021-01,SANTOS,SP,1
2021-01,SAO BERNARDO DO CAMPO,SP,1
2021-01,SAO FRANCISCO DO OESTE,RN,1
2021-01,SAO JOAO DA BARRA,RJ,1
2021-01,SAO JOAO DE MERITI,RJ,1
2021-01,SAO JOAO DE PIRABAS,PA,1
2021-01,SAO JOSE,SC,1
2021-01,SAO JOSE DOS CAMPOS,SP,1
2021-01,SAO JOSE DOS PINHAIS,PR,1
2021-01,SAO LUIS,MA,1
2021-01,SAO LUIS DO QUITUNDE,AL,1
2021-01,SAO MANUEL,SP,1
1969-08,DIADEMA,SP,1
2021-01,SENADOR CANEDO,GO,1
2021-01,SOBRAL,CE,1
2021-01,SOROCABA,SP,1
2021-01,TANGARA DA SERRA,MT,1
2021-01,TARUMA,SP,1
2021-01,TERESINA,PI,1
2021-01,TERESOPOLIS,RJ,1
1969-08,RIO DE JANEIRO,RJ,1
2021-01,TUPA,SP,1
2021-01,UBERLANDIA,MG,1
2021-01,UPANEMA,RN,1
2021-01,URUCURITUBA,AM,1
2021-01,URUGUAIANA,RS,1
2021-01,VACARIA,RS,1
2021-01,VIANA,ES,1
2021-01,VICOSA,MG,1
1969-09,BANDEIRANTES,PR,1
2021-01,VISEU,PA,1
1969-12,SAO PAULO,SP,1
2021-02,AMPERE,PR,1
2021-02,ANDARAI,BA,1
2021-02,ARACAJU,SE,1
2021-02,ARAGUARI,MG,1
2021-02,ASSIS,SP,1
2021-02,AURORA,CE,1
2021-02,BARRA DOS COQUEIROS,SE,1
2021-02,BARREIRINHAS,MA,1
1970-04,RIO DE JANEIRO,RJ,1
2021-02,BIRITIBA-MIRIM,SP,1
2021-02,BOA VIAGEM,CE,1
2021-02,BOM JARDIM,RJ,1
2021-02,BORBOREMA,SP,1
1970-06,SAO PAULO,SP,1
2021-02,CACAPAVA DO SUL,RS,1
2021-02,CAMBORIU,SC,1
2021-02,CAMPANHA,MG,1
2021-02,CAMPINA GRANDE,PB,1
1970-07,SAO PAULO,SP,1
2021-02,CAMPO GRANDE,MS,1
2021-02,CAMPOS DOS GOYTACAZES,RJ,1
2021-02,CANELA,RS,1
2021-02,CANOAS,RS,1
2021-02,CATAGUASES,MG,1
2021-02,CATANDUVA,SP,1
1970-09,NITEROI,RJ,1
2021-02,CHUI,RS,1
1970-10,RIO DE JANEIRO,RJ,1
2021-02,CORREGO DANTA,MG,1
2021-02,CORUMBA,MS,1
2021-02,CORUMBA DE GOIAS,GO,1
1970-10,SAO PAULO,SP,1
1970-11,JUNDIAI,SP,1
2021-02,DELTA,MG,1
2021-02,DOURADOS,MS,1
2021-02,ELDORADO,MS,1
2021-02,EMBU DAS ARTES,SP,1
2021-02,ESTRELA DO NORTE,GO,1
2021-02,FARTURA,SP,1
2021-02,FORTALEZA,CE,1
2021-02,GOIANIA,GO,1
2021-02,GOVERNADOR VALADARES,MG,1
2021-02,GRANJA,CE,1
2021-02,GUAIRA,PR,1
1970-12,SANTO ANDRE,SP,1
2021-02,IACU,BA,1
2021-02,INHUMAS,GO,1
2021-02,ITABIRITO,MG,1
2021-02,ITABORAI,RJ,1
1971-01,BANDEIRANTES,PR,1
2021-02,ITAJAI,SC,1
2021-02,ITAPETININGA,SP,1
2021-02,ITARARE,SP,1
2021-02,ITATIAIA,RJ,1
1971-01,SAO PAULO,SP,1
2021-02,JANAUBA,MG,1
2021-02,JARDIM,MS,1
2021-02,JARDINOPOLIS,SP,1
2021-02,JOAO PESSOA,PB,1
2021-02,JUIZ DE FORA,MG,1
2021-02,LAGES,SC,1
2021-02,LAURO MULLER,SC,1
2021-02,LUZIANIA,GO,1
2021-02,MAIRIPORA,SP,1
1971-02,CLARAVAL,MG,1
2021-02,MARAGOGI,AL,1
2021-02,MARICA,RJ,1
2021-02,MARILIA,SP,1
2021-02,MATA DE SAO JOAO,BA,1
2021-02,MOGI DAS CRUZES,SP,1
2021-02,MONGAGUA,SP,1
2021-02,MONTE CARMELO,MG,1
2021-02,MONTES CLAROS,MG,1
2021-02,NITEROI,RJ,1
2021-02,NOVA CANTU,PR,1
2021-02,ORLEANS,SC,1
1971-02,SAO PAULO,SP,1
2021-02,PARANAPANEMA,SP,1
2021-02,PARANAVAI,PR,1
2021-02,PATO BRAGADO,PR,1
2021-02,PATOS DE MINAS,MG,1
2021-02,PEDRO LEOPOLDO,MG,1
2021-02,PENEDO,AL,1
2021-02,PETROPOLIS,RJ,1
2021-02,PINDAMONHANGABA,SP,1
2021-02,PINHAIS,PR,1
2021-02,PINHALZINHO,SC,1
2021-02,PORTO ALEGRE,RS,1
2021-02,PORTO VELHO,RO,1
2021-02,PRESIDENTE FIGUEIREDO,AM,1
2021-02,PRESIDENTE GETULIO,SC,1
2021-02,REGISTRO,SP,1
2021-02,RERIUTABA,CE,1
2021-02,RIBEIRAO PRETO,SP,1
1971-03,RIO DE JANEIRO,RJ,1
2021-02,ROLIM DE MOURA,RO,1
2021-02,RONDONOPOLIS,MT,1
2021-02,SALVADOR,BA,1
2021-02,SANTA QUITERIA,CE,1
2021-02,SANTA RITA,PB,1
2021-02,SANTAREM,PA,1
1971-07,CURIUVA,PR,1
2021-02,SANTO ANTONIO DA ALEGRIA,SP,1
2021-02,SANTOS,SP,1
1971-08,CARPINA,PE,1
2021-02,SAO GABRIEL,RS,1
2021-02,SAO GONCALO,RJ,1
2021-02,SAO JOAO DE MERITI,RJ,1
2021-02,SAO JOAQUIM,SC,1
2021-02,SAO JOSE DO RIO PRETO,SP,1
2021-02,SAO JOSE DOS CAMPOS,SP,1
1971-08,PORTO ALEGRE,RS,1
2021-02,SAO VICENTE,SP,1
2021-02,SARZEDO,MG,1
2021-02,SERRA,ES,1
2021-02,SETE LAGOAS,MG,1
1971-08,SAO PAULO,SP,1
2021-02,SORRISO,MT,1
1971-11,TRES RIOS,RJ,1
2021-02,TERESINA,PI,1
2021-02,TRES RANCHOS,GO,1
2021-02,UBERLANDIA,MG,1
2021-02,VARGEM GRANDE PAULISTA,SP,1
2021-02,VASSOURAS,RJ,1
2021-02,VERA CRUZ,RS,1
2021-02,VIAMAO,RS,1
2021-02,VITORINO,PR,1
2021-02,VOTORANTIM,SP,1
2021-03,AGUA BRANCA,AL,1
2021-03,AGUAS LINDAS DE GOIAS,GO,1
1972-01,SAO BERNARDO DO CAMPO,SP,1
2021-03,ARAPONGAS,PR,1
2021-03,ARAUCARIA,PR,1
2021-03,ARIPUANA,MT,1
2021-03,ARROIO DO SAL,RS,1
2021-03,BANDEIRANTES,PR,1
2021-03,BARRA MANSA,RJ,1
2021-03,BELEM,PA,1
1972-04,TRES RIOS,RJ,1
2021-03,BETIM,MG,1
2021-03,BOA ESPERANCA,MG,1
2021-03,BOM JESUS DO ITABAPOANA,RJ,1
2021-03,BONOPOLIS,GO,1
2021-03,BRASIL NOVO,PA,1
1972-11,SAO PAULO,SP,1
2021-03,BRUMADINHO,MG,1
2021-03,CAMBORIU,SC,1
2021-03,CAMPO GRANDE,MS,1
2021-03,CAMPOS DO JORDAO,SP,1
2021-03,CANELA,RS,1
2021-03,CAPANEMA,PA,1
2021-03,CAPIVARI DE BAIXO,SC,1
2021-03,CARAGUATATUBA,SP,1
2021-03,CARIACICA,ES,1
2021-03,CASCAVEL,PR,1
1973-02,BELO HORIZONTE,MG,1
2021-03,CEU AZUL,PR,1
2021-03,CONDADO,PE,1
2021-03,CONTAGEM,MG,1
2021-03,CORUMBAIBA,GO,1
2021-03,CRICIUMA,SC,1
2021-03,CUIABA,MT,1
2021-03,ESPLANADA,BA,1
2021-03,FEIRA DE SANTANA,BA,1
2021-03,FERNANDOPOLIS,SP,1
2021-03,FERRAZ DE VASCONCELOS,SP,1
1973-02,CANAVIEIRAS,BA,1
2021-03,FOZ DO IGUACU,PR,1
2021-03,FRANCISCO MORATO,SP,1
2021-03,FRANCO DA ROCHA,SP,1
2021-03,GOIANIA,GO,1
2021-03,GUARAPARI,ES,1
2021-03,GUARATUBA,PR,1
2021-03,GUARUJA,SP,1
1973-02,SAO PAULO,SP,1
2021-03,HUMBERTO DE CAMPOS,MA,1
2021-03,IBIAPINA,CE,1
2021-03,ICONHA,ES,1
2021-03,ILHEUS,BA,1
2021-03,IPATINGA,MG,1
2021-03,ITAGUARA,MG,1
2021-03,ITAJAI,SC,1
2021-03,ITAPECERICA DA SERRA,SP,1
2021-03,ITAPEMA,SC,1
2021-03,ITATIBA,SP,1
2021-03,IVAIPORA,PR,1
2021-03,JARDIM,MS,1
2021-03,JAU,SP,1
2021-03,JOAO PESSOA,PB,1
1973-05,CURITIBA,PR,1
2021-03,JUNDIAI,SP,1
2021-03,LONDRINA,PR,1
2021-03,LUCAS DO RIO VERDE,MT,1
1973-07,GUARUJA,SP,1
1973-08,SANTOS,SP,1
2021-03,MESQUITA,RJ,1
2021-03,MONTE CARMELO,MG,1
2021-03,MUNHOZ,MG,1
2021-03,NATAL,RN,1
2021-03,NILOPOLIS,RJ,1
2021-03,NOVA FRIBURGO,RJ,1
1973-10,RIO DE JANEIRO,RJ,1
2021-03,NOVA PRATA,RS,1
2021-03,OLINDA,PE,1
2021-03,OSORIO,RS,1
2021-03,PALMEIRA DOS INDIOS,AL,1
2021-03,PANORAMA,SP,1
2021-03,PARACAMBI,RJ,1
2021-03,PAULINIA,SP,1
2021-03,PENDENCIAS,RN,1
2021-03,PIMENTA BUENO,RO,1
2021-03,POCOS DE CALDAS,MG,1
2021-03,PORTO SEGURO,BA,1
1973-11,ITANHAEM,SP,1
1973-11,RIO DE JANEIRO,RJ,1
1973-12,CORNELIO PROCOPIO,PR,1
2021-03,RIO VERDE,GO,1
1974-03,RIO DE JANEIRO,RJ,1
2021-03,SALVADOR,BA,1
2021-03,SANTA BARBARA D'OESTE,SP,1
2021-03,SANTA CRUZ DO XINGU,MT,1
2021-03,SANTA FE,PR,1
2021-03,SANTO ANTONIO DE PADUA,RJ,1
2021-03,SAO GONCALO,RJ,1
2021-03,SAO JOAO DA BARRA,RJ,1
2021-03,SAO JOAO DE MERITI,RJ,1
2021-03,SAO JOSE DO RIO PRETO,SP,1
2021-03,SAO JOSE DOS CAMPOS,SP,1
2021-03,SAO MIGUEL DO TOCANTINS,TO,1
1975-03,INDAIATUBA,SP,1
2021-03,SAPEACU,BA,1
2021-03,SENADOR CANEDO,GO,1
2021-03,SOORETAMA,ES,1
2021-03,SOROCABA,SP,1
2021-03,TAIOBEIRAS,MG,1
2021-03,TAQUARA,RS,1
2021-03,TELEMACO BORBA,PR,1
2021-03,TEOFILO OTONI,MG,1
2021-03,TERESINA,PI,1
2021-03,TIBAU DO SUL,RN,1
2021-03,TRIUNFO,RS,1
2021-03,UBERLANDIA,MG,1
2021-03,UNIAO DA VITORIA,PR,1
2021-03,VARZEA PAULISTA,SP,1
2021-03,VOLTA REDONDA,RJ,1
2021-04,AFOGADOS DA INGAZEIRA,PE,1
2021-04,AIMORES,MG,1
1975-03,SAO PAULO,SP,1
2021-04,ANDRADAS,MG,1
2021-04,ANGATUBA,SP,1
2021-04,ARACAJU,SE,1
2021-04,ARAGUAINA,TO,1
2021-04,ARES,RN,1
2021-04,BARRA DO PIRAI,RJ,1
2021-04,BARREIRINHAS,MA,1
2021-04,BARUERI,SP,1
1975-05,PORECATU,PR,1
2021-04,BIRITIBA-MIRIM,SP,1
2021-04,BOM JESUS DA LAPA,BA,1
2021-04,BOSSOROCA,RS,1
2021-04,BRUSQUE,SC,1
2021-04,CACADOR,SC,1
2021-04,CACHOEIRAS DE MACACU,RJ,1
2021-04,CAIEIRAS,SP,1
1975-06,SAO SEBASTIAO DO CAI,RS,1
2021-04,CAMPO GRANDE,MS,1
2021-04,CAPARAO,MG,1
2021-04,CARAPICUIBA,SP,1
2021-04,CERQUEIRA CESAR,SP,1
2021-04,COLINAS DO TOCANTINS,TO,1
2021-04,CONSELHEIRO LAFAIETE,MG,1
2021-04,CONTAGEM,MG,1
2021-04,CORONEL FABRICIANO,MG,1
2021-04,COSMOPOLIS,SP,1
2021-04,COSMORAMA,SP,1
1975-09,CASCAVEL,PR,1
2021-04,CURITIBA,PR,1
2021-04,DIAMANTINA,MG,1
2021-04,DIVINOPOLIS,MG,1
2021-04,DOIS CORREGOS,SP,1
2021-04,DRACENA,SP,1
2021-04,DUQUE DE CAXIAS,RJ,1
2021-04,ELOI MENDES,MG,1
2021-04,ESPINOSA,MG,1
2021-04,EUNAPOLIS,BA,1
2021-04,EXTREMOZ,RN,1
2021-04,FILADELFIA,TO,1
2021-04,FORTALEZA,CE,1
2021-04,FRANCISCO MORATO,SP,1
1975-09,PIRACICABA,SP,1
1975-09,UBATUBA,SP,1
2021-04,GUARIBA,SP,1
2021-04,GUARULHOS,SP,1
2021-04,GURUPI,TO,1
2021-04,IBIPORA,PR,1
2021-04,IGUATU,CE,1
2021-04,IMBITUBA,SC,1
2021-04,IPIRA,SC,1
2021-04,ITABAIANA,SE,1
2021-04,ITABERABA,BA,1
2021-04,ITAPECERICA,MG,1
2021-04,ITAPEVI,SP,1
2021-04,ITUMBIARA,GO,1
2021-04,JAGUARE,ES,1
2021-04,JI-PARANA,RO,1
2021-04,JOAO PESSOA,PB,1
2021-04,JUIZ DE FORA,MG,1
2021-04,LAVRAS,MG,1
2021-04,LIMA DUARTE,MG,1
2021-04,LONDRINA,PR,1
2021-04,MAGE,RJ,1
1975-10,NOVO HAMBURGO,RS,1
2021-04,MIRACEMA,RJ,1
2021-04,MIRADOR,MA,1
2021-04,MONTE ALEGRE DO PIAUI,PI,1
2021-04,MONTE SANTO DE MINAS,MG,1
2021-04,NATAL,RN,1
2021-04,NOVA VENECIA,ES,1
2021-04,NOVO ORIENTE DE MINAS,MG,1
1975-11,VOLTA REDONDA,RJ,1
2021-04,OSASCO,SP,1
2021-04,PARANAIBA,MS,1
2021-04,PARANAVAI,PR,1
2021-04,PARATI,RJ,1
2021-04,PARAUAPEBAS,PA,1
2021-04,PARNAIBA,PI,1
2021-04,PEDRO LEOPOLDO,MG,1
2021-04,PELOTAS,RS,1
2021-04,PONTA GROSSA,PR,1
2021-04,PORTO BELO,SC,1
2021-04,PORTO SEGURO,BA,1
2021-04,PORTO VELHO,RO,1
2021-04,PRESIDENTE EPITACIO,SP,1
2021-04,PRESIDENTE PRUDENTE,SP,1
2021-04,REALEZA,PR,1
1975-12,MANAUS,AM,1
1976-01,DUQUE DE CAXIAS,RJ,1
1976-02,RUBIATABA,GO,1
2021-04,RIO VERDE,GO,1
1976-07,SAO CAETANO DO SUL,SP,1
2021-04,SANTA MARIA,RS,1
2021-04,SANTA MARIA DAS BARREIRAS,PA,1
2021-04,SANTA RITA DO SAPUCAI,MG,1
1977-02,SETE LAGOAS,MG,1
2021-04,SANTOS,SP,1
2021-04,SAO BENTO,PB,1
2021-04,SAO BERNARDO DO CAMPO,SP,1
2021-04,SAO FRANCISCO DE ITABAPOANA,RJ,1
2021-04,SAO GABRIEL DA CACHOEIRA,AM,1
2021-04,SAO GONCALO,RJ,1
2021-04,SAO JOAO DO PARAISO,MG,1
2021-04,SAO JOSE DOS CAMPOS,SP,1
2021-04,SAO JOSE DOS PINHAIS,PR,1
2021-04,SAO LUIS,MA,1
2021-04,SAO MIGUEL DO OESTE,SC,1
1977-06,DUQUE DE CAXIAS,RJ,1
2021-04,SARZEDO,MG,1
2021-04,SENADOR RUI PALMEIRA,AL,1
2021-04,SERRANA,SP,1
2021-04,SERTANEJA,PR,1
2021-04,SIDROLANDIA,MS,1
2021-04,SIMOES FILHO,BA,1
1977-09,BELO HORIZONTE,MG,1
2021-04,SUSSUAPARA,PI,1
2021-04,TACIMA,PB,1
2021-04,TATUI,SP,1
2021-04,TUCURUI,PA,1
1977-09,CANOAS,RS,1
2021-04,VALENCA,RJ,1
2021-04,VESPASIANO,MG,1
2021-04,VILA VELHA,ES,1
2021-04,VITORIA,ES,1
2021-05,ADRIANOPOLIS,PR,1
2021-05,AFRANIO,PE,1
2021-05,ALFENAS,MG,1
2021-05,ANANINDEUA,PA,1
2021-05,APUCARANA,PR,1
2021-05,ARARAQUARA,SP,1
2021-05,ARARAS,SP,1
2021-05,ARARIPINA,PE,1
2021-05,ARCOVERDE,PE,1
2021-05,ASSAI,PR,1
2021-05,AUGUSTO DE LIMA,MG,1
2021-05,BARREIRINHAS,MA,1
2021-05,BAURU,SP,1
1977-09,DUQUE DE CAXIAS,RJ,1
1977-10,RIO CLARO,SP,1
2021-05,BENEVIDES,PA,1
2021-05,BRASILIA,DF,1
2021-05,CACHOEIRA DO SUL,RS,1
2021-05,CAJAMAR,SP,1
2021-05,CAMACARI,BA,1
2021-05,CAMANDUCAIA,MG,1
2021-05,CAMARAGIBE,PE,1
2021-05,CAMPINAS,SP,1
2021-05,CAMPOS DOS GOYTACAZES,RJ,1
2021-05,CARAGUATATUBA,SP,1
2021-05,CARANGOLA,MG,1
2021-05,CARPINA,PE,1
2021-05,CASCAVEL,CE,1
2021-05,CASIMIRO DE ABREU,RJ,1
1977-12,LAPA,PR,1
1977-12,SAO PAULO,SP,1
2021-05,COTIA,SP,1
2021-05,CUIABA,MT,1
2021-05,DIADEMA,SP,1
2021-05,EMBU DAS ARTES,SP,1
2021-05,EMBU-GUACU,SP,1
2021-05,FEIRA DE SANTANA,BA,1
2021-05,FLORIANOPOLIS,SC,1
2021-05,GARUVA,SC,1
1977-12,VOLTA REDONDA,RJ,1
2021-05,GOIATUBA,GO,1
2021-05,GUAIRA,SP,1
2021-05,GUARA,SP,1
2021-05,GUIRATINGA,MT,1
2021-05,HIDROLANDIA,GO,1
2021-05,IGARAPAVA,SP,1
